sku,market,asin,before,after,status,issues
PR_5_30,UK,B0FR9WMX9V,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PT_20_30,UK,B0FRB354KV,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PT_3_15,UK,B0FRB4314T,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PT_5_30,UK,B0FRB4X799,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PUERTO-RICO-3GB-15D,UK,B0FRB5MSF1,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PUERTO-RICO-5GB-30D,UK,B0FR9WMX9V,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
PY_3_15,UK,B0FRB3V7CS,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
QATAR-20GB-30D,UK,B0FR9X3QGM,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
QATAR-3GB-15D,UK,B0FR9NXH43,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
QATAR-5GB-30D,UK,B0FR9X5KB1,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
QA_20_30,UK,B0FR9X3QGM,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
QA_3_15,UK,B0FR9NXH43,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
QA_5_30,UK,B0FR9X5KB1,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
REPUBLIC-OF-THE-CONGO-20GB-30D,UK,B0H6MJ756Y,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
REPUBLIC-OF-THE-CONGO-3GB-15D,UK,B0H6MM6DKT,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
REPUBLIC-OF-THE-CONGO-5GB-30D,UK,B0H6MBXD3B,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
REUNION-3GB-15D,UK,B0FRB3KCNQ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
REUNION-5GB-30D,UK,B0FRB47TQW,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
RE_3_15,UK,B0FRB3KCNQ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
RE_5_30,UK,B0FRB47TQW,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
ROMANIA-20GB-30D,UK,B0H6MGRC1F,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
ROMANIA-3GB-15D,UK,B0H6MKQH2C,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
ROMANIA-5GB-30D,UK,B0H6MFVLCB,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
RS_20_30,UK,B0FRB5K8JC,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
RS_3_15,UK,B0FRB5TJV2,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
RUSSIA-20GB-30D,UK,B0H6MDSLNC,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
RUSSIA-3GB-15D,UK,B0H6MDNPC8,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
RUSSIA-5GB-30D,UK,B0H6MLHHB2,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
RWANDA-20GB-30D,UK,B0H6M66BWN,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
RWANDA-3GB-15D,UK,B0H6MK2ZBQ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
RWANDA-5GB-30D,UK,B0H6MJZHP1,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SA-18_5_30,UK,B0FRB8D7HC,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAINT-BARTHELEMY-20GB-30D,UK,B0H6MJHHNB,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAINT-BARTHELEMY-3GB-15D,UK,B0H6MDMD63,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAINT-BARTHELEMY-5GB-30D,UK,B0H6MBS246,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAINT-KITTS-AND-NEVIS-20GB-30D,UK,B0H6MJQSR4,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAINT-KITTS-AND-NEVIS-3GB-15D,UK,B0H6MDHJ2B,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAINT-KITTS-AND-NEVIS-5GB-30D,UK,B0H6MBK615,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAINT-LUCIA-20GB-30D,UK,B0H6MDX8DY,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAINT-LUCIA-3GB-15D,UK,B0H6M7Y1CD,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAINT-LUCIA-5GB-30D,UK,B0H6MGBXNV,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAINT-MARTIN-20GB-30D,UK,B0H6MF7K64,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAINT-MARTIN-3GB-15D,UK,B0H6MDB2CN,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAINT-MARTIN-5GB-30D,UK,B0H6MC37Q1,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAINT-VINCENT-AND-THE-GRENADINES-3GB-15D,UK,B0H6MF3FWZ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAINT-VINCENT-AND-THE-GRENADINES-5GB-30D,UK,B0H6MJXH8Z,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAMOA-20GB-30D,UK,B0H6MJQDSM,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAMOA-3GB-15D,UK,B0H6MGJ45S,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAMOA-5GB-30D,UK,B0H6MFFZH1,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAN-MARINO-20GB-30D,UK,B0H6MDHJFJ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAN-MARINO-3GB-15D,UK,B0H6MG33GL,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAN-MARINO-5GB-30D,UK,B0H6ML6C38,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAUDI-ARABIA-20GB-30D,UK,B0FRB5PZTS,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAUDI-ARABIA-3GB-15D,UK,B0FRB3N2KL,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SAUDI-ARABIA-5GB-30D,UK,B0FRB1SRZY,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SA_20_30,UK,B0FRB5PZTS,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SA_3_15,UK,B0FRB3N2KL,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SA_5_30,UK,B0FRB1SRZY,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SC_3_15,UK,B0FRB55T3H,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SC_5_30,UK,B0FR9P7N6M,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SD_3_15,UK,B0FRCKTXNQ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SD_5_30,UK,B0FRC799N3,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SENEGAL-3GB-15D,UK,B0FRB4HX92,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SENEGAL-5GB-30D,UK,B0FRB68H77,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SERBIA-20GB-30D,UK,B0FRB5K8JC,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SERBIA-3GB-15D,UK,B0FRB5TJV2,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SEYCHELLES-3GB-15D,UK,B0FRB55T3H,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SEYCHELLES-5GB-30D,UK,B0FR9P7N6M,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SE_20_30,UK,B0FRB7X5SP,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SE_3_15,UK,B0FRCC6W9S,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SE_5_30,UK,B0FRCS524D,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SG_20_30,UK,B0FRB256K8,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SG_5_30,UK,B0FR9X3Y3R,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SIERRA-LEONE-20GB-30D,UK,B0H6ML1JW1,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SIERRA-LEONE-3GB-15D,UK,B0H6MHPWKP,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SIERRA-LEONE-5GB-30D,UK,B0H6MBK6HZ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SINGAPORE-20GB-30D,UK,B0FRB256K8,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SINGAPORE-5GB-30D,UK,B0FR9X3Y3R,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SI_20_30,UK,B0FR9X15V2,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SI_3_15,UK,B0FR9XCF27,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SI_5_30,UK,B0FRB3SJMR,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SK_20_30,UK,B0FRB14YYC,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SK_3_15,UK,B0FR9XC4BW,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SK_5_30,UK,B0FRB2X84M,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SLOVAKIA-20GB-30D,UK,B0FRB14YYC,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SLOVAKIA-3GB-15D,UK,B0FR9XC4BW,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SLOVAKIA-5GB-30D,UK,B0FRB2X84M,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SLOVENIA-20GB-30D,UK,B0FR9X15V2,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SLOVENIA-3GB-15D,UK,B0FR9XCF27,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SLOVENIA-5GB-30D,UK,B0FRB3SJMR,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SN_3_15,UK,B0FRB4HX92,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SN_5_30,UK,B0FRB68H77,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SOUTH-AFRICA-5GB-30D,UK,B0FRB3R6F3,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SOUTH-AMERICA-5GB-30D,UK,B0FRB8D7HC,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SOUTH-KOREA-20GB-30D,UK,B0FRC4P51Z,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SOUTH-KOREA-3GB-15D,UK,B0FRC4RTDF,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SOUTH-KOREA-5GB-30D,UK,B0FRD9LC4C,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SPAIN-20GB-30D,UK,B0FRCMPGPL,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SPAIN-3GB-15D,UK,B0FRCDHTZ7,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SPAIN-5GB-30D,UK,B0FRBQCLZN,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SRI-LANKA-20GB-30D,UK,B0FRC2DZN5,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SRI-LANKA-3GB-15D,UK,B0FRB7Z1NW,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SRI-LANKA-5GB-30D,UK,B0FRB64B8M,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SUDAN-3GB-15D,UK,B0FRCKTXNQ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SUDAN-5GB-30D,UK,B0FRC799N3,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SURINAME-20GB-30D,UK,B0H6MNKY5H,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SURINAME-3GB-15D,UK,B0H6MLWJMY,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SURINAME-5GB-30D,UK,B0H6MNS3N5,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SVG-20GB-30D,UK,B0H6MWF5B5,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SV_3_15,UK,B0FR9LJ7X4,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SWEDEN-20GB-30D,UK,B0FRB7X5SP,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SWEDEN-3GB-15D,UK,B0FRCC6W9S,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SWEDEN-5GB-30D,UK,B0FRCS524D,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SWITZERLAND-20GB-30D,UK,B0FRB6VY7S,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SWITZERLAND-3GB-15D,UK,B0FRB5LFVC,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
SWITZERLAND-5GB-30D,UK,B0FRB7G4VW,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TAJIKISTAN-20GB-30D,UK,B0H6M85C77,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TAJIKISTAN-3GB-15D,UK,B0H6M7XFN6,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TAJIKISTAN-5GB-30D,UK,B0H6MFYMXZ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TANZANIA-3GB-15D,UK,B0FRC81NPJ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TD_3_15,UK,B0FR9SG4MK,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TD_5_30,UK,B0FR9L414C,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
THAILAND-20GB-30D,UK,B0FRCHW3MW,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
THAILAND-3GB-15D,UK,B0FRCDPJSH,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
THAILAND-5GB-30D,UK,B0FR9Q5D1J,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TH_20_30,UK,B0FRCHW3MW,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TH_3_15,UK,B0FRCDPJSH,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TH_5_30,UK,B0FR9Q5D1J,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TN_5_30,UK,B0FRB7Q96Z,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TRINIDAD-AND-TOBAGO-20GB-30D,UK,B0H6MF31VP,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TRINIDAD-AND-TOBAGO-3GB-15D,UK,B0H6MJTHXK,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TRINIDAD-AND-TOBAGO-5GB-30D,UK,B0H6MJTHY9,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TR_20_30,UK,B0FRCYMWCX,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TR_3_15,UK,B0FRC2PSHM,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TR_5_30,UK,B0FRCBZ1BB,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TUNISIA-5GB-30D,UK,B0FRB7Q96Z,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TURKEY-20GB-30D,UK,B0FRCYMWCX,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TURKEY-3GB-15D,UK,B0FRC2PSHM,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TURKEY-5GB-30D,UK,B0FRCBZ1BB,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TURKS-AND-CAICOS-ISLANDS-20GB-30D,UK,B0H6MLBGX7,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TURKS-AND-CAICOS-ISLANDS-3GB-15D,UK,B0H6MNNXGL,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TURKS-AND-CAICOS-ISLANDS-5GB-30D,UK,B0H6MLH1KM,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
TZ_3_15,UK,B0FRC81NPJ,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UA_3_15,UK,B0FRB9SBFR,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UA_5_30,UK,B0FRC2NRKG,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UGANDA-3GB-15D,UK,B0FRB7F7Z9,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UG_3_15,UK,B0FRB7F7Z9,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UKRAINE-3GB-15D,UK,B0FRB9SBFR,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UKRAINE-5GB-30D,UK,B0FRC2NRKG,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
